0x2100: INIDISP
0x829982: Module0F_SpotlightClose
0x8299ca: Dungeon_PrepExitWithSpotlight
0x829a19: Spotlight_ConfigureTableAndControl
0x829a37: OpenSpotlight_Next2
0x829ad3: kModule_OpenSpotlight_Funcs
0x829ad7: Module10_SpotlightOpen
0x829ae6: Module10_00_OpenIris
0x829af9: Module11_DungeonFallingEntrance
0x829b01: Module_11_00_SetSongAndInit
0x829b1c: Module11_02_LoadEntrance
0x829bd7: Dungeon_LoadSongBankIfNeeded
0x829c0f: Module11_04_FadeAndLoadQuadrants
0x829c1c: HoleToDungeon_5
0x829c3e: kModule_BossVictory
0x829c4a: Module13_BossVictory_Pendant
0x829c59: BossVictory_Heal
0x829c93: Dungeon_StartVictorySpin
0x829cad: Dungeon_RunVictorySpin
0x829cd1: Dungeon_CloseVictorySpin
0x829cfc: Module15_MirrorWarpFromAga
0x829d16: Module15_00_Initialize
0x829d22: Module15_01_SetTheScene
0x829d5d: Mirror_Func5
0x829db6: Mirror_Func6
0x829dc2: Mirror_Func7
0x829df5: Mirror_Func8
0x829e06: Module15_02_RunMirrorWarp_Part1
0x829e0f: Module15_03_RunMirrorWarp_Part2
0x829e15: Mirror_Func4
0x829e22: Mirror_Func12
0x829e5f: SetTargetOverworldWarpToPyramid
0x829e6e: ResetAncillaAndCutscene
0x829e8a: Module16_BossVictory_Crystal
0x829e99: EXIT_029D90
0x829e9a: Module16_04_FadeAndEnd
0x829edc: Module18_GanonEmerges
0x829f2f: GanonEmerges_GetBirdForPursuit
0x829f42: GanonEmerges_PrepForPyramidLocation
0x829f5e: GanonEmerges_FadeOutDungeonScreen
0x829f76: GanonEmerges_LOadPyramidArea
0x829f8b: GanonEmerges_LoadAmbientOverlay
0x829f94: GanonEmerges_BrightenScreenThenSpawnBat
0x829fc0: GanonEmerges_DelayForBatSmashIntoPyramid
0x829fc1: GanonEmerges_DelayPlayerDropOff
0x829fc9: GanonEmerges_DropOffPlayerAtPyramid
0x829fce: kModule_TriforceRoom
0x829fec: Module19_TriforceRoom
0x82a021: Module19_00_ResetAndInit
0x82a02f: Module19_01_MosaicAndPalette
0x82a035: Module19_02_LoadMusicAndScreen
0x82a065: Module19_03_PrepTileSetsPalette
0x82a089: Module19_04_LoadAndSongAndAdvance
0x82a0cd: Module19_05_WalkLinkIn
0x82a0e4: Module19_06_MosaicFadeIn
0x82a100: Module19_07_PrepMessage
0x82a121: Module19_09_TriforceSpeak
0x82a137: Module19_TriforceExpansionControl
0x82a151: Module19_0B_ApproachTriforce
0x82a164: Module19_0C_HoldTriforce
0x82a173: Module19_0D_FadeToWhite
0x82a186: Module19_0E_AdvanceToCredits
0x82a1a4: kDungeonCrystalPendantBit
0x82a1b1: Mirror_SaveRoomData
0x82a1c7: SaveDungeonKeys
0x82a1e5: kLitTorchesColorPlus
0x82a1e9: Dungeon_HandleTranslucencyAndPalette
0x82a281: UnusedInterfacePaletteRecovery
0x82a29b: PaletteFilter_bounce
0x82a2a0: PaletteFilter_doFiltering_
0x82a2a5: Dungeon_Teleport0_
0x82a2a9: Palette_Func1_
0x82a2ad: UNUSED_sub_82A2AD
0x82a2b1: UNREACHABLE_02A1A8
0x82a2f0: Dungeon_AdjustAfterSpiralStairs
0x82a37c: Dungeon_AdjustForTeleportDoors
0x82a40d: kModule_Overworld_Submodules
0x82a46d: kOverworld_DrawBadWeather_X
0x82a471: kOverworld_DrawBadWeather_Y
0x82a475: Module09_Overworld
0x82a4cd: OverworldOverlay_HandleRain
0x82a53c: Module09_00_PlayerControl
0x82a5ec: kOverworldAreaHeads
0x82a62c: kSwitchAreaTab0
0x82a634: kSwitchAreaTab1
0x82a834: kSwitchAreaTab3
0x82a83c: kOverworld_Func6B_Tab4
0x82a844: kOverworld_IsSmaller
0x82a884: kOverworld_CoordMask
0x82a8c4: kOverworld_OffsetBaseY
0x82a944: kOverworld_OffsetBaseX
0x82a9c4: OverworldHandleTransitions
0x82ab08: Overworld_LoadGFXAndScreenSize
0x82ab7b: ScrollAndCheckForSOWExit
0x82ab88: Module09_LoadAuxGFX
0x82abbc: Overworld_FinishTransGfx
0x82abc6: Module09_LoadNewMapAndGFX
0x82abda: Overworld_RunScrollTransition
0x82abed: Module09_LoadNewSprites
0x82ac27: Overworld_StartScrollTransition
0x82ac3a: Overworld_EaseOffScrollTransition
0x82ac8f: Module09_0A_WalkFromExiting_FacingDown
0x82acc2: Module09_0B_WalkFromExiting_FacingUp
0x82acda: kDoorAnimTiles
0x82ad4a: Module09_09_OpenBigDoorFromExiting
0x82ad5c: Overworld_DoMapUpdate32x32_B
0x82ad63: UNREACHABLE_02AC62
0x82ad6c: Module09_0C_OpenBigDoor
0x82ad7b: Overworld_DoMapUpdate32x32_conditional
0x82ad85: Overworld_DoMapUpdate32x32
0x82ad87: DoorAnim_DoWork_
0x82ae5a: DoorAnim_OnlyIncrement
0x82ae5e: Overworld_StartMosaicTransition
0x82ae6d: Overworld_FuncD_State0
0x82ae86: OverworldMosaicTransition_HandleScreensAndLoadShroom
0x82aece: UNUSED_Overworld_Func1D
0x82aedd: Module09_1D_02_FBlankAndEnterModule0A
0x82aeea: UNUSED_Overworld_Func1E
0x82aef9: Module09_1E_02_FBlankAndLoadSPOW
0x82af0b: Overworld_LoadOverlays
0x82af19: PreOverworld_LoadOverlays
0x82af1e: Overworld_LoadOverlays2
0x82b0d2: Module09_FadeBackInFromMosaic
0x82b0f3: OverworldMosaicTransition_RecoverDestinationPalettes
0x82b105: Overworld_Func16_State2
0x82b150: Overworld_Func1C
0x82b171: OverworldMosaicTransition_LoadSpriteGraphicsAndSetMosaic
0x82b195: OverworldMosaicTransition_FilterAndLoadGraphics
0x82b19e: Module09_1C_02_HandleMusic
0x82b1bb: Overworld_Func22
0x82b1c8: Overworld_Func18
0x82b1df: Overworld_Func19
0x82b1f0: Overworld_LoadAmbientOverlayAndMapData_
0x82b1f4: Overworld_ReloadSubscreenOverlayAndAdvance
0x82b1fa: Module09_MirrorWarp
0x82b1ff: Overworld_MirrorWarp_
0x82b217: MirrorWarp_Initialize
0x82b260: MirrorWarp_FinalizeAndLoadDestination
0x82b2d4: MirrorWarp_HandleCastlePyramidSubscreen
0x82b2e6: Overworld_DrawScreenAtCurrentMirrorPosition
0x82b334: MirrorWarp_LoadSpritesAndColors
0x82b40a: Overworld_Func2B
0x82b40e: Overworld_WeathervaneExplosion
0x82b40f: Module09_2E_Whirlpool
0x82b432: Overworld_Whirlpool_Case0
0x82b44c: Module09_2E_01_MoreBlue
0x82b451: Overworld_Whirlpool_Case2
0x82b456: Overworld_Whirlpool_Case11
0x82b45f: Overworld_Whirlpool_Case10
0x82b46e: Module09_2E_03_FindDestination
0x82b48a: Overworld_Whirlpool_Case4_6
0x82b490: Module09_2E_05_LoadDestinationMap
0x82b49a: Module09_2E_07_LoadAuxGraphics
0x82b49f: Module09_2E_08_TriggerTilemapUpdate
0x82b4ae: Module09_2E_09_LoadPalettes
0x82b4ef: Overworld_Whirlpool_Case12
0x82b521: Overworld_Func2F
0x82b528: Module09_2A_RecoverFromDrowning
0x82b532: Module09_2A_00_ScrollToLand
0x82b5ac: kLayoutQuadrantFlags
0x82b5cc: kQuadrantVisitingFlags
0x82b5dc: Dungeon_AdjustForRoomLayout
0x82b62e: HandleEdgeTransitionMovementEast_RightBy8
0x82b63a: Dungeon_StartInterRoomTrans_Right
0x82b6cd: HandleEdgeTransitionMovementWest_LeftBy8
0x82b6d9: HandleEdgeTransitionMovementWest_Left
0x82b76e: HandleEdgeTransitionMovementSouth_DownBy16
0x82b77a: HandleEdgeTransitionMovementSouth
0x82b7ae: Dung_HandleExitToOverworld
0x82b81c: HandleEdgeTransitionMovementNorth
0x82b8bd: AdjustQuadrantAndCamera_right
0x82b8cb: SetAndSaveVisitedQuadrantFlags
0x82b8e5: SaveQuadrantsToSram
0x82b8f9: AdjustQuadrantAndCamera_left
0x82b909: AdjustQuadrantAndCamera_down
0x82b919: AdjustQuadrantAndCamera_up
0x82b929: Dungeon_FlagRoomData_Quadrants
0x82b947: Dung_SaveDataForCurrentRoom
0x82b968: AdjustCameraBoundaries_DownOrRight1Quadrant
0x82b981: AdjustCameraBoundaries_DownOrRight1Supertile
0x82b99a: AdjustCameraBoundaries_UpOrLeft1Quadrant
0x82b9b3: AdjustCameraBoundaries_UpOrLeft1Supertile
0x82b9cc: kCameraBoundsY
0x82b9d4: kCameraBoundsX
0x82b9dc: HandleEdgeTransition_AdjustCameraBoundaries
0x82ba27: Dungeon_AdjustQuadrant
0x82ba31: Dungeon_HandleCamera
0x82bb7b: MirrorBg1Bg2Offs
0x82bb88: kOverworld_Func2_Tab
0x82bb90: Overworld_OperateCameraScroll
0x82bd62: OverworldCameraBoundaryCheck
0x82bdc8: DungeonTransition_AdjustCamera_X
0x82bde2: DungeonTransition_AdjustCamera_Y
0x82bdf3: kStaircaseTab3
0x82bdfb: kStaircaseTab4
0x82be03: DungeonTransition_ScrollRoom
0x82be6d: kStaircaseTab5
0x82be75: Module07_11_0A_ScrollCamera
0x82beba: kOverworld_Func6B_Tab1
0x82beca: kOverworld_Func6B_Tab3
0x82bee2: kOverworld_UpDownScrollTarget
0x82bf62: kOverworld_LeftRightScrollTarget
0x82bfe2: kOverworld_Size1
0x82bfe6: kOverworld_Size2
0x82bfea: kOverworld_UpDownScrollSize
0x82bfee: kOverworld_LeftRightScrollSize
0x82bff2: kOverworld_Func6B_Tab2
0x82bffa: OverworldScrollTransition_dirty_exit
0x82c001: OverworldScrollTransition
0x82c0c3: Overworld_SetCameraBoundaries
0x82c0f8: kMult5tab
0x82c0fc: kStaircaseTab2
0x82c110: DungeonTransition_FindSubtileLanding
0x82c12c: SubtileTransitionCalculateLanding
0x82c162: Dungeon_InterRoomTrans_State13
0x82c170: Dungeon_IntraRoomTrans_State5
0x82c191: DungeonTransition_MoveLinkOutDoor
0x82c1e5: CalculateTransitionLanding
0x82c23e: kOverworld_Func8_tab
0x82c242: Overworld_FinalizeEntryOntoScreen
0x82c2a4: Overworld_Func1F
0x82c2e4: ConditionalMosaicControl
0x82c2eb: Overworld_ResetMosaic_alwaysIncrease
0x82c303: kOwMusicSets
0x82c403: kOwMusicSets2
0x82c463: Overworld_SetSongList
0x82c500: Intro_InitializeBackgroundSettings
0x82c533: Dungeon_LoadAndDrawEntranceRoom
0x82c546: Dungeon_SaveAndLoadLoadAllPalettes
0x82c57b: Dungeon_LoadAndDrawRoom
0x82c5b2: Overworld_LoadAllPalettes
0x82c630: Dungeon_LoadPalettes
0x82c65f: Overworld_LoadPalettesInner
0x82c68e: Overworld_LoadAreaPalettes_
0x82c692: OverworldLoadScreensPaletteSet
0x82c6ad: Overworld_LoadAreaPalettesEx
0x82c6eb: SpecialOverworld_CopyPalettesToCache
0x82c769: Overworld_CopyPalettesToCache
0x82c7b8: CleanUpAndPrepDesertPrayerHDMA
0x82c80c: kHdmaTableForPrayingScene
0x82c813: kEntranceData_rooms
0x82c91d: kEntranceData_relativeCoords
0x82cd45: kEntranceData_scrollX
0x82ce4f: kEntranceData_scrollY
0x82cf59: kEntranceData_playerY
0x82d063: kEntranceData_playerX
0x82d16d: kEntranceData_cameraY
0x82d277: kEntranceData_cameraX
0x82d381: kEntranceData_blockset
0x82d406: kEntranceData_floor
0x82d48b: kEntranceData_palace
0x82d510: kEntranceData_doorwayOrientation
0x82d595: kEntranceData_startingBg
0x82d61a: kEntranceData_quadrant1
0x82d69f: kEntranceData_quadrant2
0x82d724: kEntranceData_doorSettings
0x82d82e: kEntranceData_musicTrack
0x82d8b3: Dungeon_LoadEntrance
0x82dadb: Dungeon_LoadEntrance_notExtendedRoom
0x82db6e: kStartingPoint_rooms
0x82db7c: kStartingPoint_relativeCoords
0x82dbb4: kStartingPoint_scrollX
0x82dbc2: kStartingPoint_scrollY
0x82dbd0: kStartingPoint_playerY
0x82dbde: kStartingPoint_playerX
0x82dbec: kStartingPoint_cameraY
0x82dbfa: kStartingPoint_cameraX
0x82dc08: kStartingPoint_blockset
0x82dc0f: kStartingPoint_floor
0x82dc16: kStartingPoint_palace
0x82dc1d: kStartingPoint_startingBg
0x82dc24: kStartingPoint_quadrant1
0x82dc2b: kStartingPoint_quadrant2
0x82dc32: kStartingPoint_doorSettings
0x82dc40: kStartingPoint_entrance
0x82dc4e: kStartingPoint_musicTrack
0x82dc55: Dungeon_LoadSpawnEntrance
0x82dd8a: kExitDataRooms
0x82de28: kExitData_ScreenIndex
0x82de77: kExitData_Map16LoadSrcOff
0x82df15: kExitData_ScrollY
0x82dfb3: kExitData_ScrollX
0x82e051: kExitData_YCoord
0x82e0ef: kExitData_XCoord
0x82e18d: kExitData_CameraY
0x82e22b: kExitData_CameraX
0x82e2c9: kExitData_Unk1
0x82e318: kExitData_Unk3
0x82e367: kExitData_NormalDoor
0x82e405: kExitData_FancyDoor
0x82e4a3: LoadOverworldFromDungeon
0x82e58b: Overworld_LoadNewScreenProperties
0x82e5d4: LoadCachedEntranceProperties
0x82e6e1: kSpExit_SizeY
0x82e701: kSpExit_Tab1
0x82e721: kSpExit_Tab2
0x82e741: kSpExit_Tab3
0x82e761: kSpExit_Tab4
0x82e781: kSpExit_Tab6
0x82e7a1: kSpExit_Tab5
0x82e7c1: kSpExit_Tab7
0x82e7e1: kSpExit_SizeX
0x82e801: kSpExit_Dir
0x82e811: kSpExit_SprGfx
0x82e821: kSpExit_AuxGfx
0x82e831: kSpExit_PalBg
0x82e841: kSpExit_PalSpr
0x82e851: Overworld_EnterSpecialArea
0x82e9bc: LoadOverworldFromSpecialOverworld
0x82eae5: kBirdTravel_ScreenIndex
0x82eb07: kBirdTravel_Map16LoadSrcOff
0x82eb29: kBirdTravel_ScrollY
0x82eb4b: kBirdTravel_ScrollX
0x82eb6d: kBirdTravel_LinkYCoord
0x82eb8f: kBirdTravel_LinkXCoord
0x82ebb1: kBirdTravel_CameraYScroll
0x82ebd3: kBirdTravel_CameraXScroll
0x82ebf5: kBirdTravel_Unk1
0x82ec17: kBirdTravel_Unk3
0x82ec39: FluteMenu_LoadTransport
0x82ec47: Overworld_LoadBirdTravelPos
0x82ecdd: FluteMenu_LoadSelectedScreenPalettes
0x82ecf8: kWhirlpoolAreas
0x82ed08: FindPartnerWhirlpoolExit
0x82ed25: Overworld_LoadAmbientOverlay
0x82ed59: Overworld_LoadAndBuildScreen
0x82edb9: Module08_02_LoadAndAdvance
0x82edc5: kSecondaryOverlayPerOw
0x82eec5: Overworld_DrawQuadrantsAndOverlays
0x82ef29: Overworld_HandleOverlaysAndBombDoors
0x82ef7a: TriggerAndFinishMapLoadStripe_Y
0x82efb3: TriggerAndFinishMapLoadStripe_X
0x82efe8: SomeTileMapChange
0x82f00d: Overworld_LargeTransTable
0x82f01f: Overworld_SmallTransTable
0x82f031: CreateInitialNewScreenMapToScroll
0x82f04b: UNREACHABLE_02EDAF
0x82f06b: CreateInitialOWScreenView_Big_North
0x82f087: CreateInitialOWScreenView_Big_South
0x82f0c0: CreateInitialOWScreenView_Big_West
0x82f0dc: CreateInitialOWScreenView_Big_East
0x82f10f: CreateInitialOWScreenView_Small_North
0x82f141: CreateInitialOWScreenView_Small_South
0x82f185: CreateInitialOWScreenView_Small_West
0x82f1b7: CreateInitialOWScreenView_Small_East
0x82f20e: OverworldTransitionScrollAndLoadMap
0x82f218: BuildFullStripeDuringTransition_North
0x82f238: BuildFullStripeDuringTransition_South
0x82f241: BuildFullStripeDuringTransition_West
0x82f24a: BuildFullStripeDuringTransition_East
0x82f273: OverworldHandleMapScroll
0x82f2a2: Overworld_ResetSubmodule
0x82f2a5: MapScroll_East
0x82f2ac: MapScroll_West
0x82f2b3: MapScroll_South
0x82f2ba: MapScroll_SouthAndClear
0x82f2c8: MapScroll_North
0x82f2cf: MapScroll_NorthAndClear
0x82f2dd: CheckForNewlyLoadedMapAreas_North
0x82f311: CheckForNewlyLoadedMapAreas_South
0x82f345: CheckForNewlyLoadedMapAreas_West
0x82f37f: CheckForNewlyLoadedMapAreas_East
0x82f3b9: BufferAndBuildMap16Stripes_X
0x82f482: BufferAndBuildMap16Stripes_Y
0x82f54a: Overworld_DecompressAndDrawAllQuadrants
0x82f595: Overworld_DecompressAndDrawOneQuadrant
0x82f638: InterlaceMap32_highBytes
0x82f650: next
0x82f679: InterlaceMap32_lowBytes
0x82f691: Overworld_ParseMap32Definition
0x82f7cb: OverworldLoad_LoadSubOverlayMap32
0x82f883: kOverworld_DrawStrip_Tab
0x82f889: kConstant0
0x82f88b: kConstant32
0x82f88d: kOverworldMapIsSmall
0x82f94d: kOverworld_Hibytes_Comp
0x82fb2d: kOverworld_Lobytes_Comp
0x82fd0d: LoadOverworldOverlay
0x82fd26: Map16ToMap8_subscreenOverlay
0x82fd37: BuildOverworldMapFromMap16
0x82fd46: Map16ToMap8
0x82fd87: OverworldCopyMap16ToBuffer
0x82fdf7: Map16ChunkToMap8_prepForUpload
0x82fe47: MirrorBonk_RecoverChangedTiles
0x82fe71: DecompressEnemyDamageSubclasses
0x82febb: Decompress_bank02
0x82ff5f: OverworldDecomp_GetNextSourceOctet
0x838000: ov_tiledata_0
0x83b400: ov_tiledata_1
0x848000: ov_tiledata_2
0x84b400: ov_tiledata_3
0x84e800: kSinusLookupTable
0x84ea00: kHobo_Dmd
0x84ea60: Hobo_Draw
0x84ea81: Landmine_CheckDetonationFromHammer
0x84ea9d: EasterEgg_BageCode
0x84eb63: Bomb_ProjectSpeedTowardsPlayer
0x84ebaa: Bomb_ProjectReflexiveSpeedOntoSpriteLong
0x84ebb3: kWaterTurbulence_Dmd
0x84ebe5: Sprite_DrawLargeWaterTurbulence
0x84ef2f: kDungeonLayoutPtrs
0x84ef47: kDungeonLayoutPtrs_00
0x84efaf: kDungeonLayoutPtrs_01
0x84eff0: kDungeonLayoutPtrs_02
0x84f04c: kDungeonLayoutPtrs_03
0x84f0a8: kDungeonLayoutPtrs_04
0x84f0ec: kDungeonLayoutPtrs_05
0x84f148: kDungeonLayoutPtrs_06
0x84f1a4: kDungeonLayoutPtrs_07
0x84f1cd: kWatergateLayout
0x84f1de: kMovableBlockDataInit
0x84f36a: kTorchDataInit
0x84f48a: kTorchDataJunk
0x84f502: kDungeonHeaderPtrs
0x84f80a: baba_nk_84F80A
0x858000: kSparkleGarnish_Coord
0x858008: Sprite_SpawnSparkleGarnish
0x85807f: Sprite_70_KingHelmasaurFireball_bounce
0x858084: kWallCannon_Xvel
0x858086: kWallCannon_Yvel
0x858088: kWallCannon_Gfx
0x85808c: kWallCannon_OamFlags
0x858090: Sprite_66_WallCannonVerticalLeft
0x85815e: kWallCannon_Spawn_X
0x858162: kWallCannon_Spawn_XHi
0x858166: kWallCannon_Spawn_Y
0x85816a: kWallCannon_Spawn_YHi
0x85816e: kWallCannon_Spawn_Xvel
0x858172: kWallCannon_Spawn_Yvel
0x858176: kArcheryGameGuy_X
0x85817e: kArcheryGameGuy_Y
0x858186: kArcheryGameGuy_A
0x85818e: kArcheryGameGuy_Xvel
0x858190: kArcheryGameGuy_Flags4
0x858192: SpritePrep_ArrowGame
0x8581ff: Sprite_65_ArcheryGame
0x858213: kArcheryGameGuy_Gfx
0x858217: ArcheryGame_Host
0x8582bf: ArcheryGameGuy_ShowMsg
0x8582d4: ArcheryGame_Host_ProctorGame
0x858381: kArcheryGame_NumSpr
0x858387: kArcheryGame_X
0x858399: kArcheryGame_Y
0x8583ab: kArcheryGame_Char
0x8583bd: kArcheryGame_Flags
0x8583ce: kArcheryGame_CashPrize
0x8583d9: Sprite_ArcheryGame_Octo
0x85844e: Sprite_BadArcheryTarget
0x858492: kArcheryTarget_X
0x8584af: kGoodArcheryTarget_X
0x8584b4: kGoodArcheryTarget_Y
0x8584b9: kGoodArcheryTarget_Draw_Char
0x8584be: kGoodArcheryTarget_Draw_Flags
0x8584c2: kGoodArcheryTarget_Draw_Char3
0x8584c8: kGoodArcheryTarget_Draw_Char4
0x8584cf: ArcheryGame_DrawPrize
0x858531: Sprite_63_DebirandoPit
0x8585de: DebirandoPit_Closed
0x8585f1: kDebirandoPit_OpeningGfx
0x8585f5: DebirandoPit_Opening
0x85860f: DebirandoPit_Open
0x858630: kDebirandoPit_ClosingGfx
0x858634: DebirandoPit_Closing
0x85864e: kDebirandoPit_Draw_X
0x85867e: kDebirandoPit_Draw_Y
0x8586ae: kDebirandoPit_Draw_Char
0x8586c6: kDebirandoPit_Draw_Flags
0x8586de: kDebirandoPit_Draw_Ext
0x8586e4: DebirandoPit_Draw
0x85874d: Sprite_64_Debirando
0x858762: Debirando_Underground
0x858773: kDebirando_Emerge_Gfx
0x858775: Debirando_Emerge
0x858792: Debirando_Shoot
0x8587c8: kDebirando_Submerge_Gfx
0x8587ca: Debirando_Submerge
0x8587e7: kDebirando_Draw_X
0x858807: kDebirando_Draw_Y
0x858827: kDebirando_Draw_Char
0x858837: kDebirando_Draw_Flags
0x858847: kDebirando_Draw_Ext
0x858857: Debirando_Draw
0x8588c5: Sprite_62_MasterSword
0x8588d6: MasterSword_Main
0x858908: MasterSword_ReadyAndWaiting
0x85894d: MasterSword_PendantsInTransit
0x858968: MasterSword_CrankUpLightShow
0x85899d: MasterSword_GrantToPlayer
0x8589c6: MasterSword_Terminate
0x8589ca: kMasterSword_Gfx1
0x8589d3: kMasterSword_NumLightBeams
0x8589dc: Sprite_MasterSword_LightFountain
0x858a16: Sprite_MasterSword_LightWell
0x858a34: kMasterSword_LightBall_Dmd
0x858a94: SpriteDraw_LightFountain
0x858ab1: Sprite_DrawMultiple_
0x858ab6: MasterSword_SpawnLightWell
0x858ad0: MasterSword_SpawnLightFountain
0x858aea: Sprite_MasterSword_LightBeam
0x858b08: kMasterSword_LightBeam_Xv0
0x858b0a: kMasterSword_LightBeam_Xv1
0x858b0c: kMasterSword_LightBeam_Xv2
0x858b0e: kMasterSword_LightBeam_Xv3
0x858b10: kMasterSword_LightBeam_Yv0
0x858b12: kMasterSword_LightBeam_Yv1
0x858b14: kMasterSword_LightBeam_Yv2
0x858b16: kMasterSword_LightBeam_Yv3
0x858b18: kMasterSword_LightBeam_Gfx0
0x858b1a: kMasterSword_LightBeam_Gfx2
0x858b1c: kMasterSword_LightBeam_Flags0
0x858b1e: kMasterSword_LightBeam_Flags2
0x858b20: MasterSword_SpawnReplacementLightBeam
0x858b62: MasterSword_SpawnLightBeam
0x858cd3: MasterSword_SpawnPendantProp
0x858d21: kMasterSword_Pendant_Xv
0x858d25: kMasterSword_Pendant_Yv
0x858d29: Sprite_MasterSword_Prop
0x858d40: MasterSword_Prop_Floating
0x858d57: MasterSword_Prop_Flashing
0x858d7a: MasterSword_Prop_FlyAwayNow
0x858d96: kMasterSword_Draw_X
0x858d9c: kMasterSword_Draw_Y
0x858da2: kMasterSword_Draw_Char
0x858da8: MasterSword_Draw
0x858dd8: kSpikeRoller_XYvel
0x858dde: Sprite_5D_Roller_VerticalDownFirst
0x858e21: kSpikeRoller_Draw_X
0x858e61: kSpikeRoller_Draw_Y
0x858ea1: kSpikeRoller_Draw_Char
0x858ec1: kSpikeRoller_Draw_Flags
0x858ee1: kSpikeRoller_Draw_Num
0x858ee3: SpikeRoller_Draw
0x858f54: Sprite_61_Beamos
0x858fc2: Beamos_FireLaser
0x859062: kBeamos_Draw_Y
0x859066: kBeamos_Draw_Char
0x859068: Beamos_Draw
0x8590d1: kBeamosEyeball_Draw_X
0x8590f1: kBeamosEyeball_Draw_Y
0x859111: kBeamosEyeball_Draw_Char
0x859131: kBeamosEyeball_Draw_Flags
0x859151: SpriteDraw_Beamos_Eyeball
0x8591b5: Sprite_Beamos_Laser
0x859257: Sprite_PrepOamCoord_wrapper
0x85925b: BeamosLaser_Draw
0x8592c6: kBeamosLaserHit_Draw_X
0x8592ce: kBeamosLaserHit_Draw_Y
0x8592d6: kBeamosLaserHit_Draw_Flags
0x8592da: Sprite_Beamos_LaserHit
0x859333: kSpark_OamFlags
0x859337: kSpark_directions
0x85933f: Sprite_5B_Spark_Clockwise
0x85940e: Sprite_59_LostWoodsBird
0x85944c: LostWoodsBird_Ascend
0x859468: Sprite_5A_LostWoodsSquirrel
0x8594af: kCrab_Xvel
0x8594b1: kCrab_Yvel
0x8594b5: Sprite_58_Crab
0x859500: kCrab_Draw_X
0x859508: kCrab_Draw_Char
0x85950c: kCrab_Draw_Flags
0x859510: Crab_Draw
0x85956d: Sprite_57_DesertStatue
0x8595fc: kDesertBarrier_Xv
0x8595fe: kDesertBarrier_Yv
0x859602: kDesertBarrier_NextD
0x859606: kDesertBarrier_Dmd
0x859626: DesertBarrier_Draw
0x85966a: kSprite_ZoraFireball_X
0x85966e: kSprite_ZoraFireball_Offs
0x859670: kSprite_ZoraFireball_XHi
0x859673: kSprite_ZoraFireball_Y
0x859675: kSprite_ZoraFireball_W
0x859677: kSprite_ZoraFireball_H
0x85967b: Sprite_55_Zora
0x859683: Sprite_Fireball
0x859725: Sprite_Zora_Main
0x85974a: kSprite_Zora_Surface_XY
0x85975a: Zora_Submerged
0x8597b5: kSprite_Zora_SurfacingGfx
0x8597c5: Zora_Surface
0x8597e9: kSprite_Zora_AttackGfx
0x8597f1: Zora_Attack
0x859818: kSprite_Zora_SubmergeGfx
0x859824: Zora_Submerge
0x85983f: kZora_Draw_X
0x859873: kZora_Draw_Y
0x8598a7: kZora_Draw_Char
0x8598c1: kZora_Draw_Flags
0x8598db: kZora_Draw_Ext
0x8598f5: Zora_Draw
0x85995b: Sprite_52_KingZora
0x85997a: KingZora_Idle
0x8599d5: kWalkingZora_Xdelta
0x8599d9: KingZora_TheRumbling
0x859a07: kZoraKing_Surfacing_Gfx
0x859a17: KingZora_Surface
0x859a3e: kZoraKing_Dialogue_Gfx
0x859a46: KingZora_Talking
0x859acf: kZoraKing_Submerge_Gfx
0x859ae4: KingZora_Submerge
0x859b08: kSpawnSplashRing_X
0x859b18: kSpawnSplashRing_Y
0x859b28: kSpawnSplashRing_Xvel
0x859b30: kSpawnSplashRing_Yvel
0x859b38: Sprite_Arrghus_SpawnSplash
0x859b40: Sprite_SpawnBigSplash
0x859bbb: kZoraKing_Draw_X0
0x859bef: kZoraKing_Draw_Y0
0x859c23: kZoraKing_Draw_Char0
0x859c57: kZoraKing_Draw_Flags0
0x859c8b: kZoraKing_Draw_X1
0x859c93: kZoraKing_Draw_Y1
0x859c9b: kZoraKing_Draw_Char1
0x859ca3: kZoraKing_Draw_Flags1
0x859cab: ZoraKing_Draw
0x859d4a: Sprite_56_WalkingZora
0x859d7f: WalkingZora_Wait
0x859d9c: WalkingZora_Surface
0x859dd6: WalkingZora_Walking
0x859e66: WalkingZora_Stunned
0x859edb: WalkingZora_AdjustShadow
0x859ef0: kWalkingZora_Draw_Char
0x859ef4: kWalkingZora_Draw_Flags
0x859ef8: kWalkingZora_Draw_Char2
0x859f00: kWalkingZora_Draw_Flags2
0x859f08: WalkingZora_Draw
0x859fac: kWaterRipple_Dmd
0x859fdc: kWaterRipple_Idx
0x859fe0: WalkingZora_DrawWaterRipples
0x859fe5: SpriteDraw_WaterRipple_WithOamAdjust
0x859ffa: SpriteDraw_WaterRipple
0x85a029: Sprite_AutoIncDrawWaterRipple_
0x85a031: kArmosKnight_Gfx1
0x85a036: Sprite_53_ArmosKnight
0x85a18f: ArmosKnight_ProjectSpeedTowardsTarget
0x85a1b4: kArmosKnight_Draw_X
0x85a1e4: kArmosKnight_Draw_Y
0x85a214: kArmosKnight_Draw_Char
0x85a22c: kArmosKnight_Draw_Flags
0x85a244: kArmosKnight_Draw_Ext
0x85a25c: kArmosKnight_SprOffs
0x85a274: ArmosKnight_Draw
0x85a377: kLanmola_InitDelay
0x85a37a: SpritePrep_Lanmolas
0x85a3a2: Sprite_54_Lanmolas
